id,components
2218,6-aminopenicillanic acid
2219,polymyxin b sulfate
2220,decitabine
2221,pentazocine hydrochloride
2222,abacavir sulfate
2223,miripirium chloride
2224,misoprostol
2225,methylcellulose (1500 cps)
2226,benzoresorcinol
2227,valrubicin
2228,nelarabine
2229,aluminum zirconium pentachlorohydrate
2230,triclosan
2231,protamine sulfate
2232,chloroprocaine hydrochloride
2233,salinomycin
2234,propylthiouracil
2235,mycophenolic acid
2236,mefenamic acid
2237,betamethasone
2238,aluminum phosphate
2239,amikacin sulfate
2240,"betamethasone dipropionate, clotrimazole"
2241,oxyquinoline
2242,toremifene citrate
2243,haloperidol decanoate
2244,aluminum sulfate
2245,ziprasidone mesylate
2246,dalteparin sodium
2247,sodium tetradecyl sulfate
2248,sodium benzoate
2249,nomegestrol acetate
2250,blinatumomab
2251,ferric citrate anhydrous
2252,succimer
2253,testosterone phenylpropionate
2254,flumethasone
2255,betamethasone dipropionate
2256,testosterone decanoate
2257,"estrogens, esterified"
2258,prednisolone hemisuccinate
2259,prednisolone acetate
2260,tramadol
2261,prochlorperazine maleate
2262,protriptyline hydrochloride
2263,bethanechol
2264,panthenol
2265,teriparatide
2266,dibucaine
2267,"benzoyl peroxide, adapalene"
2268,oxaceprol
2269,halobetasol propionate
2270,hydrocortisone sodium succinate
2271,fluorometholone
2272,mirtazapine hemihydrate
2273,ziprasidone hydrochloride
2274,iloperidone
2275,tolcapone
2276,telotristat etiprate
2277,iodine
2278,sulfadiazine sodium
2279,moxidectin
2280,doramectin
2281,mevastatin
2282,mebrofenin
2283,pralmorelin
2284,ethamsylate
2285,cosyntropin
2286,calcitonin salmon acetate
2287,nesiritide
2288,tazobactam sodium
2289,dantrolene sodium
2290,idarubicin hydrochloride
2291,sodium phenylacetate
2292,diethylcarbamazine
2293,infliximab-dyyb
2294,formoterol fumarate anhydrous
2295,"diclofenac sodium, misoprostol"
2296,"cetirizine dihydrochloride, (s)-"
2297,nitisinone
2298,relebactam anhydrous
2299,regadenoson
2300,plantago seed
2301,fluticasone furoate
2302,deflazacort
2303,drospirenone
2304,tenofovir alafenamide fumarate
2305,deslorelin acetate
2306,clocortolone pivalate
2307,mechlorethamine hydrochloride
2308,detomidine hydrochloride
2309,sulfanilamide
2310,etocrylene
2311,penciclovir
2312,griseofulvin
2313,epirubicin hydrochloride
2314,moxifloxacin hydrochloride
2315,"ethylhexyl stearate, methylchloroisothiazolinone, .alpha.-tocopherol acetate, sorbitol, water, cyclomethicone 5, edetate disodium, polawax polysorbate, aloe vera leaf"
2316,fluphenazine decanoate
2317,prednicarbate
2318,tibolone
2319,triamcinolone
2320,chlorpromazine
2321,unithiol
2322,brivaracetam
2323,"cetirizine hydrochloride, pseudoephedrine hydrochloride"
2324,polysulfated glycosaminoglycan
2325,tiagabine hydrochloride
2326,flunisolide
2327,mestranol
2328,oxymetholone
2329,lanreotide acetate
2330,piperacillin sodium
2331,corticotropin porcine
2332,oseltamivir phosphate
2333,aminohippuric acid
2334,terconazole
2335,"pseudoephedrine hydrochloride, triprolidine hydrochloride"
2336,cyamemazine tartrate
2337,trientine
2338,cetrimonium chloride
2339,trilostane
2340,"homatropine methylbromide, hydrocodone bitartrate"
2341,ergoloid mesylates
2342,succinylcholine chloride dihydrate
2343,theophylline anhydrous
2344,corticotropin
2345,droxidopa
2346,tazobactam
2347,amitriptyline
2348,ethyl acetate
2349,icatibant acetate
2350,penicillin g potassium
2351,ergotamine tartrate
2352,meclofenamate sodium
2353,"sulforaphane, (+/-)-"
2354,cisapride monohydrate
2355,dextrose
2356,"potassium phosphate, monobasic, sodium phosphate, monobasic, monohydrate, sodium phosphate, dibasic, anhydrous"
2357,"potassium phosphate, monobasic, sodium phosphate, monobasic, anhydrous"
2358,terlipressin
2359,cetrorelix
2360,sulibenzone
2361,certolizumab pegol
2362,pemetrexed disodium
2363,fenbendazole
2364,biotin
2365,sulfamethoxazole
2366,human chorionic gonadotropin
2367,trimethoprim
2368,orbifloxacin
2369,buserelin acetate
2370,cilostazol
2371,chloroquine phosphate
2372,oxolinic acid
2373,sulfisoxazole
2374,mafenide acetate
2375,ziconotide acetate
2376,dexrazoxane
2377,emtricitabine
2378,dihydroxyaluminum sodium carbonate
2379,sulfasalazine
2380,diethylcarbamazine citrate
2381,vasopressin
2382,calcipotriene
2383,tecovirimat monohydrate
2384,tylosin tartrate
2385,resorcinol
2386,dexamethasone acetate anhydrous
2387,"pseudoephedrine hydrochloride, brompheniramine maleate"
2388,fenoprofen calcium
2389,idoxuridine
2390,clioquinol
2391,clavulanate potassium
2392,teduglutide
2393,octreotide
2394,kanamycin sulfate
2395,ponazuril
2396,sulfadimethoxine
2397,sulfadiazine
2398,amifostine
2399,bromfenac
2400,diazoxide
2401,"benzocaine, benzethonium chloride"
2402,"estrogens, conjugated, medroxyprogesterone acetate"
2403,miglustat
2404,triamcinolone diacetate
2405,acepromazine maleate
2406,calcitonin salmon
2407,"vasopressin, unspecified"
2408,stannous fluoride
2409,alfatradiol
2410,"ticarcillin disodium, clavulanate potassium"
2411,"guaifenesin, phenylephrine"
2412,edetate disodium
2413,"methylene blue, hyoscyamine sulfate, methenamine, sodium phosphate, monobasic"
2414,piracetam
2415,atipamezole hydrochloride
2416,tannic acid
2417,darunavir
2418,tromethamine
2419,oxcarbazepine
2420,"menthol, benzocaine, benzethonium chloride"
2421,carboplatin
2422,isosorbide mononitrate
2423,levomenthol
2424,histrelin acetate
2425,cyclandelate
2426,methenamine mandelate
2427,unoprostone isopropyl
2428,fluorescein sodium
2429,racepinephrine hydrochloride
2430,"phenylephrine hydrochloride, dexchlorpheniramine maleate"
2431,phenolphthalein
2432,bretylium tosylate
2433,nilutamide
2434,borrelia burgdorferi
2435,"gelsemium sempervirens root, nitric acid, silicon dioxide, iodine, araneus diadematus, human herpesvirus 4, marsdenia condurango bark, propolis wax, ipecac, ligusticum porteri root, echinacea, unspecified, phytolacca americana root, tabebuia impetiginosa bark, toxicodendron pubescens leaf, lycopodium clavatum spore, sus scrofa thymus, astragalus propinquus root, baptisia tinctoria root, nasturtium officinale, mercurius solubilis, hydrochloric acid, goldenseal"
2436,"candida albicans, zinc, rhizopus stolonifer, iridium, propolis wax, saccharomyces cerevisiae, selenium, aureobasidium pullulans var. pullutans, myrrh, horseradish, echinacea, unspecified, berberis vulgaris root bark, candida parapsilosis, tabebuia impetiginosa bark, alternaria alternata, lycopodium clavatum spore, sus scrofa thymus, aspergillus niger var. niger, lomatium dissectum root, mucor racemosus, phosphoric acid, goldenseal, iron, pulsatilla vulgaris"
2437,"melilotus officinalis top, silicon dioxide, dryopteris filix-mas root, spigelia anthelmia, iodine, ascaris lumbricoides, giardia lamblia, taenia saginata, cryptosporidium parvum, artemisia cina pre-flowering top, artemisia vulgaris root, mercuric chloride, trichinella spiralis, trichomonas vaginalis, enterobius vermicularis, teucrium marum, quassia amara wood, schoenocaulon officinale seed, brugia malayi, oyster shell calcium carbonate, crude, taenia solium, graphite"
2438,"ligusticum porteri root, propolis wax, echinacea, unspecified, strychnos nux-vomica seed, phytolacca americana root, tabebuia impetiginosa bark, gelsemium sempervirens root, rancid beef, selenium, goldenseal, lycopodium clavatum spore, sus scrofa thymus, ginkgo, myrrh, marsdenia condurango bark"
2439,"strychnos nux-vomica seed, beta vulgaris, sarsaparilla, chelidonium majus, veratrum album root, gelsemium sempervirens root, peumus boldus leaf, thuja occidentalis leafy twig"
2440,disulfiram
2441,naphazoline hydrochloride
2442,peppermint oil
2443,d&c yellow no. 8
2444,methyldopa
2445,eculizumab
2446,andexanet alfa
2447,candida albicans
2448,"bartonella clarridgeiae, bartonella vinsonii, bartonella henselae, bartonella bacilliformis, bartonella quintana, bartonella washoensis, bartonella elizabethae"
2449,human papillomavirus
2450,"babesia microti, borrelia burgdorferi"
2451,helicobacter pylori
2452,clostridium difficile
2453,altrenogest
2454,xylazine hydrochloride
2455,iodoform
2456,hydroxocobalamin
2457,cevimeline hydrochloride
2458,"soybean, apple, casein, streptococcus thermophilus cultured, propionibacterium freudenreichii subsp. shermanii cultured, aged, rye, english walnut, black pepper, sorghum, bambusa vulgaris leaf, wheat, gelsemium sempervirens root, zinc, pecan, orange, eggplant, iodine, almond, barley, limulus polyphemus, hazelnut, unspecified, sorghum bicolor whole, potato, histamine dihydrochloride, oyster, unspecified, ferrous iodide, corn, levant cotton seed, safflower, cow milk, onion, cortisone acetate, beef, selenium, strawberry, hyaluronidase, tomato, interferon .gamma. porcine recombinant, brown rice, shrimp, unspecified, serotonin hydrochloride, chicken, tuna, unspecified, cocoa, sugarcane, eschscholzia californica, kidney bean, egg, sesame seed, lycopodium clavatum spore, millet, cashew, brazil nut, cod, unspecified, pork, coffea arabica seed, roasted, pork liver, green tea leaf, salmon, unspecified, oat, lamb, coconut, banana, iron, cotton fiber, activated charcoal, peanut, flax seed, pulsatilla vulgaris, sunflower seed"
2459,"nitric acid, frangula alnus bark, silybum marianum seed, iridium, strychnos nux-vomica seed, formaldehyde, methyl alcohol, sodium benzenesulfonate, stillingia sylvatica root, benzene, ammonium chloride, sodium lauryl sulfate, atropa belladonna, glycyrrhiza glabra, berberis vulgaris root bark, phytolacca americana root, trifolium pratense flower, lycopodium clavatum spore, arctium lappa root, sodium tripolyphosphate, turpentine oil, germanium sesquioxide, taraxacum officinale, chelidonium majus, phosphoric acid, propylene glycol, acetone"
2460,"gelsemium sempervirens root, epinephrine, phenyl isothiocyanate, .gamma.-aminobutyric acid, taurine, acetylcholine chloride, black cohosh, norepinephrine, toxicodendron pubescens leaf, phenylalanine, cholesterol, coniferyl alcohol, taraxacum officinale, goldenseal, progesterone, tyramine, salsolinol, octopamine, histamine dihydrochloride"
2461,decoquinate
2462,asparaginase
2463,fingolimod hydrochloride
2464,xylometazoline hydrochloride
2465,minoxidil sulfate
2466,sevelamer hydrochloride
2467,colesevelam hydrochloride
2468,vitamin d
2469,larotrectinib sulfate
2470,leuprolide
2471,"human herpesvirus 2, human herpesvirus 1"
2472,chlamydia trachomatis
2473,human herpesvirus 5
2474,toxoplasma gondii
2475,human herpesvirus 3
2476,cow milk
2477,tiamulin fumarate
2478,glatiramer
2479,"human coxsackievirus b1, human coxsackievirus a2, human coxsackievirus b4, human coxsackievirus a7, human coxsackievirus b3"
2480,"quercetin, ascorbic acid, coumarin, chlorogenic acid, cinnamic acid, phlorizin, formaldehyde, phenyl isothiocyanate, .gamma.-aminobutyric acid, acetaldehyde, piperine, yeast mannan, caffeic acid, gallic acid monohydrate, malvin, apiole (parsley), menadione, coniferyl alcohol, indole, pyrrole, salsolinol, rutin"
2481,"levodopa, gelsemium sempervirens root, epinephrine, iodine, vanadium, .gamma.-aminobutyric acid, acetylcholine chloride, insulin pork, taurine, norepinephrine, serotonin, copper, dopamine, gallic acid monohydrate, malvin, ginkgo, cobalt, taraxacum officinale, american ginseng, lomatium dissectum root, melatonin, goldenseal, tyramine, salsolinol, centella asiatica, histamine dihydrochloride"
2482,brucella melitensis
2483,human herpesvirus 4
2484,"phytolacca americana root, calcium sulfide, trifolium pratense flower, sus scrofa thymus, silicon dioxide, conium maculatum flowering top"
2485,antazoline phosphate
2486,"lidocaine, phenylephrine hydrochloride, glycerin"
2487,kanamycin sulfates
2488,pamidronic acid
2489,carboxymethylcellulose sodium
2490,cisplatin
2491,wheat gluten
2492,rickettsia rickettsii
2493,"wheat gluten, corn cob, corn grain, soybean"
2494,"babesia microti, herring sperm dna, borrelia burgdorferi"
2495,serotonin hydrochloride
2496,sulfathiazole
2497,bacitracin a methylenedisalicylate
2498,degarelix
2499,"tobacco leaf, gelsemium sempervirens root, vanadium, selenium, avena sativa flowering top, selenicereus grandiflorus stem, lobelia inflata, delphinium staphisagria seed"
2500,"acetaminophen, caffeine, aspirin, salicylamide"
2501,"cavia porcellus skin, populus deltoides subsp. deltoides pollen, equus caballus skin, canis lupus familiaris skin, rumex crispus pollen, wheat, alfalfa, sulfur, dactylis glomerata pollen, barley, iridium, ambrosia acanthicarpa pollen, sorghum bicolor whole, histamine dihydrochloride, fraxinus americana pollen, gallus gallus feather, mesocricetus auratus skin, corn, anser anser feather, bos taurus skin, selenium, hyaluronidase, juglans nigra pollen, anas platyrhynchos feather, salix nigra pollen, interferon .gamma. porcine recombinant, poa pratensis pollen, brown rice, serotonin hydrochloride, rattus norvegicus skin, oryctolagus cuniculus skin, serinus canaria feather, sus scrofa skin, phleum pratense pollen, betula occidentalis pollen, fagus sylvatica flower bud, ambrosia psilostachya pollen, millet, ambrosia trifida pollen, ambrosia artemisiifolia pollen, platanus occidentalis pollen, house dust, mus musculus skin, rumex acetosella pollen, quercus rubra pollen, pork liver, agrostis gigantea pollen, arsenic trioxide, oat, meriones unguiculatus skin, capra hircus skin, dermatophagoides farinae, melopsittacus undulatus feather, ulmus americana pollen, acer negundo pollen, carya tomentosa pollen, trifolium pratense pollen, phosphorus, solidago virgaurea pollen, potassium gluconate, felis catus hair"
2502,giardia lamblia
2503,"sus scrofa thyroid, zinc, nitric acid, iridium, strychnos nux-vomica seed, selenium, echinacea angustifolia, arnica montana, atropa belladonna, hypericum perforatum, horseradish, tabebuia impetiginosa bark, sus scrofa thymus, pork liver, lomatium dissectum root, phosphoric acid, goldenseal, iron, phosphorus"
2504,"streptococcus pneumoniae, enterococcus faecalis, streptococcus viridans group"
2505,toltrazuril
2506,vortioxetine hydrobromide
2507,"propylene glycol, polyethylene glycol 400"
2508,"tetrahydrozoline hydrochloride, polyethylene glycol 400"
2509,methenamine
2510,"calcium hexafluorosilicate, copper, manganese, zinc, viscum album fruiting top, silver, gold, vanadium"
2511,"human coxsackievirus b1, gelsemium sempervirens root, zinc, human herpesvirus 2, human herpesvirus 1, iodine, mumps virus, human herpesvirus 4, rubella virus, strychnos nux-vomica seed, hepatitis b virus, selenium, echinacea angustifolia, atropa belladonna, poliovirus, rancid beef, antimony trisulfide, thuja occidentalis leafy twig, sus scrofa thymus, lycopodium clavatum spore, nasturtium officinale, eupatorium perfoliatum flowering top, human herpesvirus 5, human herpesvirus 3, thimerosal, lachesis muta venom, phosphoric acid, goldenseal, human coxsackievirus b4, measles virus, phosphorus, ledum palustre twig"
2512,"sus scrofa thyroid, laminaria digitata, radium bromide, cadmium iodide, chondrus crispus, strontium carbonate, iodine"
2513,rifamycin sodium
2514,methoxsalen
2515,"candida albicans, herring sperm dna"
2516,"zinc, aspartame, iodine, methylene chloride, benzalkonium chloride, formaldehyde, peumus boldus leaf, selenium, sodium benzoate, copper, petroselinum crispum, propylparaben, lycopodium clavatum spore, titanium dioxide, zinc oxide, cobalt, taraxacum officinale, beta vulgaris, arsenic trioxide, chelidonium majus, sodium citrate, phosphoric acid, methylparaben"
2517,rickettsia prowazekii
2518,mycoplasma pneumoniae
2519,"hepatitis a virus, hepatitis b virus, hepatitis c virus"
2520,mexiletine hydrochloride
2521,digoxin
2522,lamivudine
2523,"mineral oil, petrolatum, lidocaine, phenylephrine hydrochloride"
2524,"5-hydroxytryptophan, dl-"
2525,"ligusticum porteri root, propolis wax, strychnos nux-vomica seed, phytolacca americana root, tabebuia impetiginosa bark, gelsemium sempervirens root, rancid beef, selenium, goldenseal, echinacea angustifolia, sus scrofa thymus, lycopodium clavatum spore, ginkgo, myrrh, marsdenia condurango bark"
2526,"soybean, corn cob, corn grain"
2527,"acetaminophen, magnesium salicylate"
2528,sincalide
2529,plerixafor
2530,acarbose
2531,carbomer homopolymer type c
2532,human herpesvirus 6
2533,anaplasma phagocytophilum
2534,"acetaldehyde, hydrocortisone, petroselinum crispum, sus scrofa thyroid, estrone, dopamine hydrochloride, aldosterone, somatropin, progesterone, androsterone, cholesterol, estradiol"
2535,"human coxsackievirus b1, gelsemium sempervirens root, zinc, human herpesvirus 2, human herpesvirus 1, iodine, mumps virus, human herpesvirus 4, rubella virus, strychnos nux-vomica seed, hepatitis b virus, selenium, echinacea angustifolia, poliovirus, rancid beef, antimony trisulfide, thuja occidentalis leafy twig, sus scrofa thymus, lycopodium clavatum spore, nasturtium officinale, eupatorium perfoliatum flowering top, human herpesvirus 5, human herpesvirus 3, thimerosal, lachesis muta venom, phosphoric acid, goldenseal, human coxsackievirus b4, measles virus, phosphorus, ledum palustre twig"
2536,terazosin hydrochloride
2537,coccidioides immitis whole
2538,"peptostreptococcus anaerobius, herring sperm dna"
2539,"giardia lamblia, herring sperm dna"
2540,human parvovirus b19
2541,"levodopa, dopamine hydrochloride, gelsemium sempervirens root, epinephrine, iodine, vanadium, .gamma.-aminobutyric acid, acetylcholine chloride, taurine, norepinephrine, serotonin hydrochloride, gallic acid, copper, malvin, ginkgo, cobalt, taraxacum officinale, american ginseng, lomatium dissectum root, melatonin, goldenseal, tyramine, salsolinol, centella asiatica, insulin human, histamine dihydrochloride"
